Reference Number,City,House Type,Available From,Price,Additional Info,Ad Title,Link,Specific Location,Bedrooms,Flatmates,Bathrooms,Area,Average Price
973266,barcelona,Room,From 1 April,495,instant booking,Room for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/973266,Barcelona,No info,6,2,No info,495
1085723,barcelona,Room,From 7 March,465,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1085723,Barcelona,No info,4,1,90,465
120983,barcelona,Room,From 3 March,609-812,bills included,Relaxing room in 7-bedroom apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/120983,Eixample,No info,7,2,132,710
206775,barcelona,Room,From 30 September,540,instant booking,Tidy room in 7-bedroom apartment Horta-Guinardó Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/206775,Horta-Guinardo,No info,7,1,125,540
1083376,barcelona,Apartment,From 2 March,2200,instant booking,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1083376,Barcelona,2,No info,1,65,2200
1192655,barcelona,Apartment,From 7 March,1520,spotahome plus,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1192655,Barcelona,1,No info,No info,No info,1520
917852,barcelona,Room,From 31 March,500,bills included,Room for rent in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/917852,Barcelona,No info,6,2,No info,500
432250,barcelona,Apartment,From 11 March,2000-3000,bills included,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/432250,Barcelona,2,No info,1,70,2500
811867,barcelona,Apartment,From 2 March,1500,bills included,1-bedroom apartment for rent in Barri Gotic Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/811867,Gothic Quarter,1,No info,1,42,1500
372790,barcelona,Room,From 5 March,525,some bills included,Room in 10-bedroom apartment in L'Esquerra de Eixample,https://www.spotahome.com/barcelona/for-rent:rooms/372790,Eixample Esquerra,No info,10,6,120,525
354228,barcelona,Apartment,From 5 March,1000,some bills included,Slick 1-bedroom apartment for rent in Sants Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/354228,Sants,1,No info,1,40,1000
1088065,barcelona,Studio,From 5 March,1700,some bills included,Whole 1 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/1088065,Barcelona,No info,No info,1,40,1700
945104,barcelona,Room,From 16 March,580,bills included,Room for rent in 3-bedroom apartment in Porta Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/945104,Porta,No info,3,No info,No info,580
349806,barcelona,Room,From 29 March,580,bills included,Room for rent in 3-bedroom apartment in Eixample Esquerra,https://www.spotahome.com/barcelona/for-rent:rooms/349806,Eixample Esquerra,No info,3,1,90,580
1172537,barcelona,Room,From 5 March,935,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1172537,Barcelona,No info,6,4,127,935
85661,barcelona,Apartment,From 2 March,1850,bills included,Interior rented apartment in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/85661,El Raval,1,No info,1,65,1850
1202226,barcelona,Room,From 2 March,495,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1202226,Barcelona,No info,4,1,20,495
118254,barcelona,Room,From 2 March,850,bills included,Room for rent in shared apartment near Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/118254,Eixample,No info,18,5,460,850
289131,barcelona,Room,From 5 March,690,bills included,Tidy room for rent in 3-bedroom apartment in Gràcia,https://www.spotahome.com/barcelona/for-rent:rooms/289131,Gracia,No info,3,1,115,690
939949,barcelona,Room,From 2 March,620,instant booking,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/939949,Barcelona,No info,3,1,No info,620
282609,barcelona,Apartment,From 2 March,1320,long term,Comfy 2-bedroom apartment to rent in Cornellà de Llobregat,https://www.spotahome.com/barcelona/for-rent:apartments/282609,Cornella de Llobregat,2,No info,1,65,1320
226795,barcelona,Room,From 2 April,400-500,instant booking,Cosy room 6-bedroom apartment L'Esquerra de Eixample,https://www.spotahome.com/barcelona/for-rent:rooms/226795,Eixample Esquerra,No info,6,No info,128,450
84705,barcelona,Room,From 1 April,495,bills included,Welcoming room in shared apartment in Poblenou Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/84705,Poblenou,No info,4,1,75,495
973311,barcelona,Apartment,From 2 March,1400,bills included,Whole 2 bedrooms apartment in Badalona,https://www.spotahome.com/barcelona/for-rent:apartments/973311,Badalona,2,No info,1,65,1400
599304,barcelona,Room,From 2 March,540,bills included,Room for rent in 2-bedroom apartment in Madrid,https://www.spotahome.com/barcelona/for-rent:rooms/599304,Madrid,No info,2,2,70,540
380306,barcelona,Room,From 5 March,547,some bills included,Room for rent in 19-bedroom apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/380306,Eixample,No info,19,6,320,547
1008449,barcelona,Apartment,From 2 March,2300,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1008449,Barcelona,2,No info,1,No info,2300
1199285,barcelona,Room,From 13 March,650,bills included,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1199285,Barcelona,No info,3,2,85,650
146566,barcelona,Apartment,From 4 April,1350,some bills included,Elegant 1-bedroom apartment for rent in Poble-sec Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/146566,Poble-sec,1,No info,1,48,1350
827145,barcelona,Room,From 2 March,650-750,instant booking,Live the coliving experience in the heart of Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/827145,Barcelona,No info,5,3,No info,700
1209088,barcelona,Apartment,From 2 March,1495,some bills included,Cozy furnished apartment in El Clot,https://www.spotahome.com/barcelona/for-rent:apartments/1209088,El Clot,2,No info,2,No info,1495
950619,barcelona,Room,From 2 March,950,bills included,Room for rent in 5-bedroom apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/950619,Eixample,No info,5,4,No info,950
925221,barcelona,Room,From 8 March,540,bills included,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/925221,Barcelona,No info,4,2,No info,540
954491,barcelona,Room,From 2 March,600,bills included,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/954491,Barcelona,No info,3,1,No info,600
580289,barcelona,Room,From 2 March,780,bills included,Room for rent in 2-bedroom apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/580289,Eixample,No info,2,1,No info,780
1196098,barcelona,Apartment,From 3 March,1500-1800,bills included,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1196098,Barcelona,1,No info,No info,No info,1650
1206375,barcelona,Room,From 7 April,550,no deposit,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1206375,Barcelona,No info,3,2,No info,550
982712,barcelona,Room,From 1 April,900,bills included,Room for rent in a 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/982712,Barcelona,No info,5,5,120,900
1209143,barcelona,Studio,From 2 March,1390-2990,no deposit,Studio apartment for rent in Sitges,https://www.spotahome.com/barcelona/for-rent:studios/1209143,Sitges,No info,No info,No info,No info,2190
565524,barcelona,Room,From 2 March,590,bills included,Rooms for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/565524,Barcelona,No info,6,3,150,590
1069918,barcelona,Apartment,From 5 March,1900,some bills included,2-bedroom apartment for rent in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1069918,El Raval,2,No info,1,55,1900
1004068,barcelona,Room,From 2 March,615,instant booking,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1004068,Barcelona,No info,7,2,No info,615
1189764,barcelona,Apartment,From 5 March,1775,bills included,3-bedroom apartment for rent in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1189764,Eixample,3,No info,1,No info,1775
219439,barcelona,Room,From 2 March,545,instant booking,Room in 5-bedroom apartment L'Esquerra Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/219439,Eixample Esquerra,No info,5,2,92,545
968135,barcelona,Apartment,From 8 March,1500,some bills included,1-bedroom apartment for rent in Sants-Montjuïc Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/968135,Sants-Montjuic,1,No info,1,No info,1500
1175457,barcelona,Room,From 2 March,550,bills included,Rooms for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1175457,Barcelona,No info,3,2,110,550
1089737,barcelona,Room,From 2 April,500,instant booking,Room for rent in shared 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1089737,Barcelona,No info,6,2,120,500
1090766,barcelona,Room,From 5 March,800-850,bills included,Room for rent in 9-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1090766,Barcelona,No info,9,2,No info,825
305648,barcelona,Room,From 2 March,540,instant booking,Functional room to rent 7-bed apartment Eixample Esquerra,https://www.spotahome.com/barcelona/for-rent:rooms/305648,Eixample Esquerra,No info,7,1,161,540
966492,barcelona,Room,From 2 March,550,bills included,Room for rent in 3-bedroom apartment in Sants Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/966492,Sants,No info,3,No info,No info,550
1090763,barcelona,Room,From 5 March,750,bills included,Room for rent in 9-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1090763,Barcelona,No info,9,2,No info,750
754857,barcelona,Apartment,From 7 March,1800-2500,bills included,2-bedroom loft apartment for rent in the center of Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/754857,Barcelona,2,No info,1,60,2150
1091457,barcelona,Room,From 1 April,500,instant booking,Room for rent in 8-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1091457,Barcelona,No info,8,3,170,500
1189871,barcelona,Room,From 5 March,711,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1189871,Barcelona,No info,5,2,90,711
1089802,barcelona,Room,From 2 March,545,instant booking,Double room in 5-bedrooom apartment Hospitalet de Llobregat de Llobregat,https://www.spotahome.com/barcelona/for-rent:rooms/1089802,Hospitalet de Llobregat,No info,5,2,No info,545
1082032,barcelona,Room,From 1 April,800,no deposit,Rooms for rent in shared 3 bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1082032,Barcelona,No info,3,3,75,800
768729,barcelona,Room,From 2 March,515,instant booking,Room for rent in 6-bedroom apartment in Sants Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/768729,Sants,No info,6,1,No info,515
222017,barcelona,Room,From 7 March,649,instant booking,Bright room in 5-bedroom apartment Sant Martí Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/222017,Sant Marta,No info,5,2,80,649
994860,barcelona,Room,From 2 March,545,instant booking,Room for rent in 11-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/994860,Barcelona,No info,11,No info,No info,545
349721,barcelona,Room,From 1 April,500,bills included,Cozy room for rent in 3-bedroom apartment in Poble-Sec,https://www.spotahome.com/barcelona/for-rent:rooms/349721,Poble-Sec,No info,3,1,75,500
127989,barcelona,Room,From 2 March,1000-1200,bills included,Nice room 6-bedroom apartment La Barceloneta Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/127989,Barceloneta,No info,6,4,160,1100
1022809,barcelona,Room,From 2 March,700,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1022809,Barcelona,No info,2,1,64,700
865280,barcelona,Room,From 2 March,740,instant booking,Live the coliving experience in the heart of Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/865280,Barcelona,No info,5,3,100,740
219437,barcelona,Room,From 2 March,590,instant booking,Room in 5-bedroom apartment L'Esquerra Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/219437,Eixample Esquerra,No info,5,2,92,590
1219801,barcelona,Room,From 16 August,600,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1219801,Barcelona,No info,6,2,140,600
1202229,barcelona,Room,From 2 March,520,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1202229,Barcelona,No info,4,1,20,520
295439,barcelona,Apartment,From 2 March,1750-1800,instant booking,Sunny & spacious apartment  80 m2  in Barri Gòtic Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/295439,Gothic Quarter,1,No info,1,92,1775
1022863,barcelona,Room,From 22 March,700,no deposit,Room for rent in a 3-bedroom house in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1022863,Barcelona,No info,2,1,90,700
413705,barcelona,Room,From 2 March,550,spotahome plus,Room for rent in 3-bedroom apartment in Sants Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/413705,Sants,No info,3,1,75,550
963601,barcelona,Room,From 2 March,550,some bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/963601,Barcelona,No info,7,2,140,550
302892,barcelona,Room,From 5 March,690,some bills included,Comfy room for rent in 2-bedroom apartment Eixample Dreta,https://www.spotahome.com/barcelona/for-rent:rooms/302892,Eixample Dreta,No info,2,1,65,690
931850,barcelona,Room,From 15 April,390-450,instant booking,Room for rent in 8-bedroom house in Collblanc Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/931850,Collblanc,No info,8,2,140,420
1075184,barcelona,Studio,From 23 March,1500,bills included,Studio apartment for rent in Sagrada Familia Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/1075184,La Sagrada Familia,No info,No info,1,No info,1500
979311,barcelona,Room,From 2 March,580,bills included,Room for rent in 4-bedroom apartment in Barcelona!,https://www.spotahome.com/barcelona/for-rent:rooms/979311,Barcelona,No info,1,No info,No info,580
1200419,barcelona,Room,From 2 March,900,bills included,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1200419,Barcelona,No info,5,1,No info,900
918326,barcelona,Studio,From 2 March,1600,bills included,Whole 1 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/918326,Barcelona,No info,No info,1,65,1600
1018037,barcelona,Apartment,From 2 March,1850,bills included,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1018037,Barcelona,1,No info,1,No info,1850
1218948,barcelona,Room,From 2 March,560,spotahome plus,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1218948,Barcelona,No info,3,1,83,560
1199277,barcelona,Room,From 2 April,541,bills included,Furnished Bedroom in Barcelona - Bedroom number 4,https://www.spotahome.com/barcelona/for-rent:rooms/1199277,Barcelona,No info,8,No info,No info,541
